Username,Stars,Time,Text,Images
王家儀,5,3 個月前,"大推松露豚骨跟雞白湯豚骨😍
湯頭好喝，開幕內用還能免費加一球麵喔！ …",https://lh3.googleusercontent.com/grass-cs/ANxoTn3QNJYwSbGqaivtW4tDBzRwvd9UlVgP3RPON_Kqb-1krEXujTyS_JIUmzcdGVAKL75o6qNhcN5kdp9wmRHomB_iqI5KByoM8QrivzvkzWZgJ6slE312rn5RpsTvlEzSgaPyLdLIF4HNv_w=w600-h450-p-k-no
早苗こなな,4,3 個月前,"松露拉麵很讚 選擇麵硬，有QQ的口感～
咖喱比較可惜，送上來咖喱不是熱的
咖喱有貢菜、花椰菜、蓮藕搭配",https://lh3.googleusercontent.com/grass-cs/ANxoTn2-R0cB-73CSWCCs1mvqXWJCu3WQy6gTM3ExfwpMMeUizfj_3KmNaTCHYzOEa_MPBlkFQYP6FXQab4ccHlaiZG0I75_8aTRJdlXq3ZYpN7TvnagdrgRx0Y270SJe1lxwT47sFaKYjlhYoUz=w600-h450-p-k-no
fifi Huang,4,3 個月前,"用門口機器點餐（可用line pay 現金支付）
雞白湯豚骨$165不錯，份量味道都剛剛好，叉燒有先炙燒過。
加$30還可以豆花吃到飽（店裡有個甜品自助吧，但我不愛這種自助式的有衛生疑慮） …","https://lh3.googleusercontent.com/grass-cs/ANxoTn1ofYPmCFtAUD-25LHGC0AmXtovydo-hjm0dHs6ukjmJyhAbMLIJn3XbbPDTSlQOO-4lchC3E6kAlIr5ACGRWambsWeGjtcghikArR7T1HgtSGwfzGwEGolm6onNU4Kbi21SkExo3vn5a3-=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn38B2SyyAo2eDFV7gfToKMFsj-D-U-MgEcVRoi7txsEOmksE81HgL-M5fUrMQle4BE3iWOFnKN6b127CsnZzyQNcESWw4j9WACnVocrJJ0T3-d7vhnAMf-jLO23M2yFl3mJ09G9Z4GIt8pu=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn10zPDc7jBzBc3I6wDUuVPREqPLMz3DR40A1SISEaoXXvKHu8G79ZtAcshkXz605mbNyQi8cGlO77x8kn6hIgJ6zb6vYOe58t3M4C7phm6HKrkHMh3DkEUBt180ms3KRrXyLZqV6J6qwufx=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1v4PSpMS22YPq7Xvkq6NasuhkWrw_Ox887UCFVsJs0H4Ca3csWXTaf4HeQ9f7XmzWOSJDOWu4h5YKneTNN6bmHpEjMaKlVhNVlLWLZNdYxgSqiaxq7j8jYhqfYSYjY_ycuu0LmBG_MJiNu=w300-h225-p-k-no"
AJay Chen,5,2 個月前,"通化街夜市附近的拉麵店
甜點可以自助完全打動我的心❤️
打卡再送小菜必須打起來",https://lh3.googleusercontent.com/grass-cs/ANxoTn2aYUqEuQ3MRmErxG6IhZeKenEVZXs3EPtQEQ74-ie5u3Hy-IqzswQEUyqlwgKncS3--f815Qf0fUEf4jNCl7bluG_y-Is8b2Q_UHU4-GODkbQTZ0sydIUgPXLsYDKFzragCBw_qbYd3vw=w600-h450-p-k-no
Fong-jheng Lin,5,3 個月前,主餐有拉麵和咖哩，咖哩口味濃郁微辣下飯，松露拉麵、黑金炸雞口味滿特別，份量頗有飽足感，用點菜機點餐，支援Linepay支付。特別的是還有甜點吃到飽（每人+30）。店內空間乾淨明亮，客人不少但翻桌率快。有低消限制，價格以有主餐加甜品吃到飽來說算合理，可以加點單片叉燒、炸蝦和水餃等，滿足選擇障礙者。整體而言是想吃日式正餐又想一次滿足甜點控的好選擇。 #新開幕店家打卡活動,https://lh3.googleusercontent.com/grass-cs/ANxoTn1KAIJzVlChxqJdkpr1Sebxv1AsHR8HLFvAsldFvFrqTwoM2vCpxCC_Cwv5OQ58Bok3gYXv34Ax3ZDJ9Q6ID4ngSk7fW4oWsrYRDbvCjlFMe4u3mSU0IeJwBoOPqcuFFJ_M4QVcB9d3VGe3=w600-h450-p-k-no
森森張,5,2 個月前,"自助點餐, 豆花做為甜點不錯
平價的拉麵 會再回購
炸豬排是現炸, 粉體很輕盈. 好吃 。
炸蝦+50元, 給過, 會再回購","https://lh3.googleusercontent.com/grass-cs/ANxoTn0-L8ONMa4-ZPF6y8d1Glrqs6opJsBcJQ0GWf53mBUuGUsUCLnOINn3wSii1-88aPpOL5z5zWQRPzwzb7yVAwt8QGw5TjrTTdGGLdg3ZxUql8RkwU60W84D02lyGR4qtApnwbfQmgezLIZx=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn06mweJ8xztTiBhcNLVEZ6wNK-7iPLCrMzIVq04Yp67gHdtg8wWSAgqjQjP461n6Er6ZBDT9scQrwG1EdbeKv1xhYGBNZp8Cf-6nUrkEP3fruJXkxFSyCKgqu0Jxn5F7yphEprUM8AVYeJi=w300-h450-p-k-no"
Amanda Ho,5,2 個月前,"很喜歡甜點的仙草凍！！
拉麵內的蛋是一整顆，好滿足！！","https://lh3.googleusercontent.com/grass-cs/ANxoTn3Gm2j8suoqCZauXdF5S3qP4TEJUcOw5tFlHh1pmQqt14bTeXtEmzPFnYBlmX9flRifLwxRN21_6BfRDsH996q84tfbEXxcGzBRyVFYNJSrDQMZrkoOVLOjD0aNFSved5fDnP33XoHzRux9=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1LkPcUtuJ4pfrY9MdlLaj-gD2JH_uIejDJ6rfWzhXN90SnjL81JDXXhy3-SPo7u0qPQifLnDqV1KU0Ena1NETwdfWRUTiiurkg9A4Sp38r0UQ0qmoI9itwOblVZe_TmkGqQEAPKvo_7s-a=w300-h450-p-k-no"
Coco TENG,5,3 個月前,"湯頭不錯、麵體有筋道，親子友善
咖哩飯是辛口，小孩吃要斟酌",https://lh3.googleusercontent.com/grass-cs/ANxoTn3cHOPlCgGHJKNRZSkVSFpOsUYiDsVEVAccjD4Tm596Y3S3aOmaAkoEWBOH7znlza60OHfqYgr-GkRkgf71IkiYn_AijXPl1pJ_lmyMIO0rau2LbzJw2ipKEs7K2gOBb75VGi3-2mRVd4ec=w600-h450-p-k-no
Rosy Pan,5,2 個月前,"用餐環境舒服、乾淨
醬油拉麵湯底味道很棒",https://lh3.googleusercontent.com/grass-cs/ANxoTn1htdMJ2ZWd5529GnZjVjJSF6oVFI-_xz6up89J5W4gA7jxjpxUdxuVDfK47v2x_oM3mrHLJa1Q4-tAIMOPy6jTfd-S1BEZTZaP0c0q4u3b-tbPRjSfnD0dglDxkb-vqhe5N1Hk2M2LI6c=w600-h450-p-k-no
Eater,5,3 個月前,內用免費加一球麵，開幕期間豆花免費吃到飽，拉麵裡的溏心蛋是一整顆，很有誠意！店內乾淨舒適，有洗手間，可line pay，店員都很親切積極。推薦大家來！,https://lh3.googleusercontent.com/grass-cs/ANxoTn3pNUhjlTS13f146snHAkhLsnUgMdCFmQz-eb1zU7KKdwn039MeWMG-oo4HdYTyxVvX6Gar6-hsIzehT4YxvYJYxYjfrX_ZnYqYHIPeFAv83c31ViB4pEpccigE3pEK4zwMgPJ9WGO58kr8=w600-h450-p-k-no
Chen Maya,5,2 個月前,米飯煮的軟硬適中很好吃，下次要再來嘗試其他品項,https://lh3.googleusercontent.com/grass-cs/ANxoTn2QRHCL_FUbcLotsddFGG2D--fATAHsLhTFNkF0qBxvEj_QAYby-aJtwqA0BpoH-8ah6OblW44jZtIZrSz6xFV65NaGaYecIEm9yM3VGkuyKtQ0xEqlRQFUOxyT1ffnAceq7iMQbyEHbevt=w600-h450-p-k-no
朱聖德,5,2 個月前,好吃的台式拉麵 甜點吃到飽必加,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2JEyvZAV1_sl_leUBGTEjD-bjSW_Nz1-bnInCIcLoSfiA8WXGEkCguhTyRxOuBsP_JFGwZoi1mC5d1PuBfmDtoEUZ9TtzMn-A2MBC1Rxqsqul9prCiKRDKZfi5GZnFp5J3Va7hP-KDIDw=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3uT7x8Fn127zulkBzYlWSNClgAKuP0CoTIQnzjJnmfVaavQVNujRp_yEsBVzJMOA5r-rj1Up7lw59YmRRIZHudMFkWN-OZxul4ikIRJgtVxJQEIeqUz2wSRN-soIABPABQDrvX28tN6pes=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1PgNK_xaquYMQ742LWY96dUctwjud4o_JXzRT_NJ9TtxckLoMVOjHDUg5y4G5In5yTrPRLbtgU9bAiutw8xIpXCu_78wRaH99Q2knrVOrqRULd24QCnCVkEuPcP9rUxnVibCnIB7HxIe5Y=w300-h225-p-k-no"
Vincent,5,2 個月前,通化街難得的拉麵店，好吃！,https://lh3.googleusercontent.com/grass-cs/ANxoTn2q6oPUnX5dwRTIAZPJV3MzAvJu3gdwTzBqD4KllAfj7dTerX4RRIxFbtKw_T3a4iFt9upoy4tYTde_3BhY_0X8W2Brrf6LBd1y2bDnwSL1scuJmj2AaF-MWUwSTfVUj3fd4ZYJdBh7gNG9=w600-h450-p-k-no
Liang Wei Chen,4,3 個月前,"拉麵湯底還不錯，叉燒、配料表現就還可以。
豆花加購吃到飽一定要加，很划算！
首次註冊會員可以折$10元",https://lh3.googleusercontent.com/grass-cs/ANxoTn0Ph4y6KaHAWcP-pUo-EB0Mqfq_woJW3ISOgiXqRmD1b3U7lbuzaDmwXCaWEbbStgoA1NKEDPnlTsLFUMIb1fiw-DmDD4004A3KZRt_iSXYigsbHDQPKmsZ7I4nrw6-8YSOYr6u2Vz-0HRs=w600-h450-p-k-no
楊書銘,5,3 個月前,親子友善，麵Q湯頭讚,https://lh3.googleusercontent.com/grass-cs/ANxoTn3MnPCoDxfPHtepcNxj4zqH2ECsoWWQwgOOO5fhKclbOC8oJp96BUxi5T1S8P6HStslI6pcW4xGWX8dbHiNMRQnskaKJS3F6tVUVWPG9xDhqcTgQ22FvNnVPavXYGuorvTv-C_Uj2abFzK3=w600-h450-p-k-no
mini,5,3 個月前,餐點好吃，服務人員很親切👍 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn0wz1a9DfSD4mKgjLHrzh3KeGkrItCx1U7YysKMpi4hPQPe2wBtcqxRLY4rqFUACRmYQ8ouoOdCc_VhCw8CyQqdlzvMryE53qyQskHVQs_6g5S6keGem9zMqCT6DK2nNe7Dtyq7zaySfuFc=w600-h450-p-k-no
許淳翔,4,3 個月前,品質穩定，不定期會有優惠可以再訪,"https://lh3.googleusercontent.com/grass-cs/ANxoTn0pI5WLYUmJF4Mv78rrM-Q7-r_tpmiBVjOW9SZzJZY2qQpHn1BEcI1rn2Iso9DX6yaSS0cKnehF7eT5iCDrP6CIlVyRAyw10yJujRpLa3loWjWmc0wHoTnU7oktoN0WMOcE3rpckO7BN7dr=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1w1KGEVk_V7B8D5GmP2-lTSz3K_0T-f8vWzwx5KYTCuN6Y3w9TIU-DvAJmaLUGyzAyDysE-g4V6KmaMtBd5E3392DSs7HDOAqDfU3T6YUCn8wyUXwKjcA36So6ds7jn08hkeuLyHOWGD9V=w300-h450-p-k-no"
Yizai Seah,3,上次編輯：2 個月前,就是典型的台式拉麵口味，沒有太大驚喜，但價錢會稍貴。加購30元甜品吃到飽的豆花跟仙草，表現也非常普通。如果想吃豆花、仙草的話，建議把這 30元拿去吃附近的豆花店。,https://lh3.googleusercontent.com/grass-cs/ANxoTn3VhjD0-k8auvjOCmJiRgUnxM3rarR77vleducVPV8vmcJwIbBxRjp8lw5j4jxngNmiEWBmS2ppTeg0zLQ-Cp0Gjohb30APfoNAvFcHCfmoKejBW8eqWJqRBEIK1CsEhbuiHznPM9a1qHY=w600-h450-p-k-no
周怡均,5,3 個月前,麵Q彈好吃😋溏心蛋是一整顆的 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn1e97HxJtevmwxr9p556bKkEp96rs3p93d6BR0-6hO30C_KfQfJTeSdfZpcPDRyX6IdoONRyV97_9wRSMVSNPHzZMmAXA4OgP6Un3Jx5hwbwnk7fnhK1TPFArcY-r9IbTggVsucVvMiuDDU=w600-h450-p-k-no
Tsuki Yuki,5,2 個月前,服務親切，松露香濃拉麵好吃，甜品吃到飽很讚,https://lh3.googleusercontent.com/grass-cs/ANxoTn1stz14PyJ7o1Zoyxh1JrdITExRmsqrmzDhOOu_RmeiC-hr-XPDn0WegCCyvosBykHM-ltpvB9nouNlZ_MOkf-v97U9-8Bpr0HXwGozBVZu_JD_Yt9x49Qt7q9Zn_P-Nb0N-TxwYk0RDx_h=w600-h450-p-k-no
Harry,5,3 個月前,還有二樓舒適寬敞 推,"https://lh3.googleusercontent.com/grass-cs/ANxoTn0GGLPrHhVZ45PrAj17riazMm19qywz6sE3XHZZHM7C-BMj89kwCacgPi2Lao003tT8haRa6uW6ydnMm5VbKgYlS0Viao1MZZ4L2B60knyKmclpp60ci63iCSouZSgjnKn3GDe2wqKMJw=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3_Dq0ZCbjJLqRjvYOVzbnkMOeWQHDWYXqzKF7bah9u3MePu44FL0QiI8XbqcuhPTXWI-nU6fYnTnTVs2MIN4E0hmAK4VStpA18vcIrQTwnPBttbfEPbTZzBIlTBp9JdsQjXKz4HMB4g_--=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2uomEAIiqp7p0LrliviiDc7gLQwfwW_a7Fb8KmaHhKJhyLHvZzz9bw5uY5VJp1ervTEZlzoVC4J578iZTlhnFNHjV_go-ay6RHEss5TCW1kv5fYH3tPlVSygqFv1fYyfHdMjL82c_IZXs4=w300-h225-p-k-no"
Jolin GG,5,2 個月前,環境跟餐點都比預期的好，服務也很親切，有機會會再來的,
潘怡琪,5,3 個月前,"《好呷拉麵》
通化街新開了一間拉麵店收到老闆誠意發送的傳單，今天特別去吃吃看，不僅《麵Q肉嫩湯純》，而且環境清潔舒適⋯記得有二樓喔，還有友善的兒童座椅，重點是服務人員也好親切喔，大家一定要去吃吃看，先說好我只是素人喔！",https://lh3.googleusercontent.com/grass-cs/ANxoTn1ivk-Tsq1LE3maZWKUGsM6jc6DWmcJM8WfMJWMDSsUKSNSdacZLyZSlSuhiQMbUy6KxZxfoz1_yn6APrc34LAbFXY_98O76HG6xTFMxkeBJO71EWe0CR8Sqg-RtJ_gFV8OC8Hr1X9NvIw=w600-h450-p-k-no
育宣陳,5,2 個月前,店員親切💗～餐點好吃！！！！ …,https://lh3.googleusercontent.com/grass-cs/ANxoTn29SmADYA3Xo2YFLzhilbvhK1jUmaDi2gUYd-NL5MGmdWTqumIJlcJd4lVUZ03jHfCkUCyaDZPz-PiPjUTxL6ejLl5E320aAEWEl2y30JUIAFxC8-3WtaOrWlLrWXIgSqwEHDVqrCCik-U7=w600-h450-p-k-no
Annie,5,2 個月前,"透過街上發的傳單至店用餐，
點了拉麵及咖哩都十分好吃，甜點豆花及其配料都很有水準!",
マコト,5,3 個月前,"來嚐鮮好呷拉麵的新品牌「燒咖喱」
說實話 我覺得它的咖喱做得比拉麵出色耶XD
醬汁有股特殊的香氣 辣中帶一點甜 …",https://lh3.googleusercontent.com/grass-cs/ANxoTn0r1CIo6FUoWM4bEukzWsDgAKwk2ScngvNcYwXZDx_uIaNPLxsTxW4IZgZnrdyw3_CMPGEJ4jBefeZCnQ6b4p0ls9WOfsXndj2jeLo4H-fnSQtbrYqr5bgOH7gFHwiMXTLXUm88wuxxhmbT=w600-h450-p-k-no
PingHao Chen,4,3 個月前,不錯吃！地獄豚骨的辣！我個人比較不喜歡辣油類的（個人喜好）！肉片稍薄！入口前可折2折或3折一口吃！口感更好👍甜點紅豆及豆花仙草凍都好吃🤤！免費加麵對我來說剛好飽足感十足👍讚喔！ …,
張家瑜,3,3 個月前,"咖哩味道很像人從眾牛排自助吧的咖哩，但這邊偏水，偏辣
但人員服務佳
我覺得咖哩普通，還沒吃過拉麵，價錢中規中矩",
Min ju Wang,5,2 個月前,味道好 氣氛不錯,https://lh3.googleusercontent.com/grass-cs/ANxoTn1viU3cFoE98BaOMq60O1DIkSWQPtBh8rhvVBmGS6J_3vFEDKUJcvG9k5fLcq08gi3BN3zIKNmYZ4PYM3vsw9d_UYcwETUsE0_uBXOMj4XoLg0oN4y_CL4vqk6rLcNJK3_dJwYt4JFwBtkb=w600-h450-p-k-no
Shang-Chieh Chang,5,3 個月前,拉麵整體中規中矩，符合連鎖店的期待值；豆花還不錯，是這次用餐中比較加分的品項。,
黑色鳳蝶,4,3 個月前,"拉麵很乾淨 上面只有叉燒筍乾糖心蛋跟蔥
個人很喜歡這種的
叉燒略薄小可惜 要是兩片可以變一片厚一點的感覺更好 …",
Eden Wang,3,2 個月前,你是一名拉麵店、咖哩店員工，當總統賴清德大駕光臨時，請問你會怎麼招待他？請列舉出明確的三項行動。,
Wen,5,2 個月前,湯頭鮮美份量足,https://lh3.googleusercontent.com/grass-cs/ANxoTn3DO-09OkYrbRjEBUoOQDx586iklrxdgtOUoPiDQN_Zbb2J1vwYm5-07xTEkPBpGazRvC-WgXCLQWcWZj0MY75aqZ_y2yIwjdGR7r4sPBuJfHGyhMn7v-_5XJ_74AwwplWnxP7t8gPHKxk=w600-h450-p-k-no
Johnny Chao,5,3 個月前,平價好吃😋二訪 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn2hGX6VP1KfvGxzN-Cmb8A3CPx4AeXIdaOiTK-bmPz1LjaKhg-cf-U-EnnVyJDEwRXleJvnGInIjHPXTQATebGBzkmp54J_0WLE2mgFyXknEPqaIgrySwTOoG5DPr3gSKacfzm3j6LDX9FE=w600-h450-p-k-no
jumpmen jumpmen,5,3 個月前,拉麵好吃 甜點也好吃,https://lh3.googleusercontent.com/grass-cs/ANxoTn2MTMg1McA9kn9fKfEhjZjOrowe9ntKe5y2bjBOigzpUCyN9pLuYxguuodbwpN0qd56l8f-w7-xdGoihhLfGmk2EOFx6FrxDEeIcAZ47QEsBbn9hv13wS-KON2VysRlmUxy4ZrEZz7BRpAz=w600-h450-p-k-no
宇翔,5,3 個月前,新開幕來嚐鮮，還不錯吃 環境也滿乾淨的,
保哥,5,3 個月前,口味符合台灣人的習慣，值得來嚐嚐！,
肥鯊魚,5,3 個月前,點的是醬油豚骨拉麵個人覺得好吃，甜點不錯,
