Username,Stars,Time,RawTime,Text,Images
kelly chen,5,2025-05-19,1 年前,冬瓜青茶好喝✌️✌️✌️,"https://lh3.googleusercontent.com/grass-cs/ANxoTn1Mv7b8MNKCjdvLkaNK2p4iEYEEaxV6_d3klaIHmAzR5APQtc8vnZCQoMbMDpUkue1Io35nHVlFKMSphcvClEtswrOhcSI_BttcA0vCOXGuRi093DI2qI5It4_0xw6pp74dsR4XiQ=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1rmn1Cjbxv4E0SEAlwoHkQJT6QEKa9lvlXj4MWebAOqeWwrz16mV01_8rR7Ldk6sOHw9PeiGlKQ7N8W49RG2sGR6K9WtZVz_ZIbOTUFZoLLm0_54nRtwmlR3-RlHEz5EgfrQmX=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3mMZ-7UmVmZV79OTIitio6J2Zc4hNu8p1EPAOzprnZ-QOC3rFtY4bWVqkIw4cK34Ht41KvBmtwlqWPZwYGjO9BCn3u3CI9cEIA0yjabsP_1JF7uaa3qDfKovjgobl-UqOf-39EHQ=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3xKX-qQQ4Thlz0BrXqxpAYaPvlu8onoXk01z-uTQ2D6LTndG5mBktnJ6IzNminikJxJfj_wdo9Fvlf0r5g5VbVPG5KEUFhnTvt73YSuOT_cwMrPFBdOr3qPeRxEzi9we6bxlj0=w300-h225-p-k-no"
Joe,5,2025-12-19,5 個月前,好喝！,https://lh3.googleusercontent.com/grass-cs/ANxoTn2fYaeAcBR1yh_8lKKwvhcHtyTxFztn60a5PL4t1UeNLajOZhzyXmE6k1zFGtAET-wc7htb_pIhVyTQ750voINeQusFviZajcGxfKgfZF2-GZhTq7EvLd7wTXpSas8Qeq2Ki4Duo6a6y0o=w600-h450-p-k-no
童曉慧,5,2025-05-19,1 年前,好的,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2OZG5EKPlLfUOOtV2F1JC3oRVdya4xi4q-LRLO4S2O3coyhUMLwK7UwWZZ4QYM27M2WXkrElp7r0BYdZCpQhSko4z5Lgv1kzA9QVz3bHmKwetYjsfyzhHSXX5kjlqK9z0PLK7o0g=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2UKKSty--A756W3Ml2gt7hAQnbVVQdrpH2MArgbQPbsueRZhI4YELJuTcRpGoJKn3erDWA2qyY6z-jPEfdGHi95LxXhSKdYdrOTZMaucOY6grApjsC9HAthjtsN6PF5nkLkuo=w300-h450-p-k-no"
Keitaro Konishi,5,2025-05-19,1 年前,鹽寺寺的飲料攤。,
顔廷帆,5,2021-05-19,5 年前,好喝,
許力仁,5,2023-05-19,3 年前,好喝，速度快,
Huang,5,2021-05-19,5 年前,好喝！,https://lh3.googleusercontent.com/grass-cs/ANxoTn1ebE-SzkoBSKa9qR2HGjjTz0H3_H5P1SjD7RtS8e0T5b-xOigiQ51shimokgwfu1YxZD17lxmN-QnjQWr6tEuIo-iXYUF4mJB9QCbVZstjxYN4Td-MLR9n6UmkDhi5ny6-fqch=w600-h450-p-k-no
Tzongjye Liou,4,2025-11-19,6 個月前,,
Nguyễn Trần Bích Vân,5,2024-05-19,2 年前,好的,
陳冠吟,5,2025-08-19,9 個月前,,
