Username,Stars,Time,Text,Images
少年吹螺,1,3 年前,點無糖喝起來是半糖…已經兩次了:(,https://lh3.googleusercontent.com/grass-cs/ANxoTn0M47UcPcJMYpirl6aIFT2alFMDsxsxXU6VliFIAyg7yDR896u2NDMnLeXYkmJKBlg2GqpBYdUIctaPmzTnpmb-7m1I2PUIfiBFuR2UUOqlzPt0T948PJuOsYLN7kxQNvw0f_N0lg=w600-h450-p-k-no
Joyce,5,3 年前,店家做錯飲料，打電話反應後，立即處理，重做正確飲品並親自送到府，因不方便下樓領取，送至門口後，特地電鈴通知已放妥飲料，很用心的服務，店員態度100分，事後的處理令人感動，值得繼續支持的店家👍 …,
Phelio s,1,3 年前,"2月25號晚班的女生店員，手上都是水晶指甲那個
態度有夠爛，問話也常常不回不知道有沒有聽到，從頭到尾頭沒有抬起來看人過",
Q DENNIS,1,2 年前,"整間都不知道什麼有萬精油的味道 連飲料喝起來都有 變超難喝 整杯倒掉不敢喝
可以管一下吧？",
016,1,1 年前,梅子綠茶微糖微冰，結果滿滿的冰塊，你們要不要乾脆賣冰塊算了,https://lh3.googleusercontent.com/grass-cs/ANxoTn2BjuDiLPyt6fM4dCNEFuuGu3v00swDkXRAhcIBA3mxjxT5x6NcNpy0T1EVB60vgcOCnU4Yczpl41WI2AOWB421sc-sWD99XsMhSNhJzxE1Sn2Hbhb0wOWY3IF3H8lIo7AODG8=w600-h450-p-k-no
Yuling Su,2,3 年前,"連續兩次買隱藏版 半糖微糖都變成無糖
蜂蜜普洱珍珠鮮奶 請問蜂蜜到底在哪裡？？？？？？
多一顆星是給珍珠很好吃",
李秀娟,3,1 年前,為什麼珍珠這麽硬？別家店都不會？20:28分的訂單。Uber,
芊榆許,1,2 年前,"飲料品質越來越差，尤其是四季青
之前美麗的老闆娘怎麼都沒看到了，希望可以在喝她搖的四季",
風琴海,3,4 年前,"調整物品單價是ok的 但加料部份希望寫清楚價錢
不清不楚容易有爭議～",
王榮逢,5,1 年前,老闆娘與老闆對於飲料都很用心👍服務態度也很讚👍 …,
ハウル,5,1 年前,這間泡很好喝,https://lh3.googleusercontent.com/grass-cs/ANxoTn0c779BaPbcRmcTaIA6w2lbJoYfLJKo8Wd3IYBpXCRhSed_4lnZ32Kadq8HacewHX5CsO-PWAZ1CU60sEn034_qsMHAE9b6Fk9aNuiAKNrvcwdNOwxupxh0EV0Ns5bLIUl08w=w600-h450-p-k-no
Ngọc anh Nguyễn,5,2 年前,服務態度很好、隱藏版滿好喝的、下次再來買飲料🥤 …,
Jacky Chien,3,3 年前,多多綠是加一瓶 170ml 較大瓶的多多，但多多味道仍較淡，要喝的建議可以多加一瓶。,
Jacy Lee,1,3 年前,動作超慢，2個店員5個客人，兩杯飲料等15分鐘….員工訓練可以再加強嗎,
Yu SoShi,1,2 年前,給今天晚班戴眼鏡的叔叔一個星，上班不開心就不要來上班喔，態度差得很,
蔡承祐,5,4 年前,超讚。組長很帥。老闆娘人超好又漂亮。熱熱的天氣來一杯透心涼超消暑又解渴。,
皮皮,1,2 年前,講話那麼大聲是要嚇死誰啊還沒點飲料先被你嚇跑 好像以為我聽不到你講話一樣😃 …,
Kevin H,4,3 年前,"出飲料速度正常
拜託不要再倒了師大要沒東西喝了
星數說明：穩穩地連鎖飲料讚",
StarkD,5,4 年前,服務員態度很好，茶也很濃建議你們來喝優多綠,
