Username,Stars,Time,RawTime,Text,Images
米香,1,2026-02-19,3 個月前,爛店  外送都做不出來了還在接現場客人  有沒有用腦在經營？？？,
咩咩,5,2026-01-19,4 個月前,點了溫奶香紅茶2分甜，好喝,
陳冠碩,5,2026-02-19,3 個月前,裡面聞起來很香，喝過一次很好喝,
Adam Lee,5,2026-01-19,4 個月前,"飲料好喝
也便宜",
王郁淇,5,2026-03-19,2 個月前,店面非常乾淨整潔！,
白米riceee,5,2026-02-19,3 個月前,店員待客親切！,
Daniel Huang,4,2025-12-19,5 個月前,甘蔗檸檬好喝,
林芷伃,5,2026-01-19,4 個月前,茶飲不錯～,
王廷恩,5,2026-02-19,3 個月前,服務態度很好,
黎氏紅絨,5,2026-01-19,4 個月前,我很喜歡,
阿捷（Ryan）,5,2026-05-16,3 天前,二訪很多次了，覺得很推好喝,https://lh3.googleusercontent.com/grass-cs/ANxoTn1TSNeRQKMJ91gMGCZ0NJOAuFC3n6AFEhEOk2meP3BlyIx1b1TJLZuGK4xe-2fU9iVuYyw9oG435XimIt9pQqeMPclEV7jvl53iijU8wcrX9XCDKwK75dyltgdhd_py0MvkMEue3jJUCqJC=w600-h450-p-k-no
tina liu,3,2026-05-13,6 天前,茶有點苦澀….,
黃淨蓮,5,2026-05-12,1 週前,很好喝！！芋圓很好吃！,
Brian,5,2026-05-12,1 週前,杏仁奶蓋好好喝,
簡.,5,2026-05-12,1 週前,超級好喝！杏仁味很重，奶蓋也很好吃，超喜歡😍😍 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn3uBnKF8RrnxH20nL_7UbNIAWfR2lj-3ivci5AbfnpPgaQTHKnVacra-KUHQV913KEjYrWOQ7W5ojFu95VD7HHCGYbIrDTnjp17Q8vKh5OaACaaqfc0pJd8qMGUVKdzJXJ-lc5ai7pnW-mM=w600-h450-p-k-no
王玉貞,5,2026-05-05,2 週前,好喝。服務好,
Kevin Chang,5,2026-05-05,2 週前,愛喝杏仁茶的我，從沒想過杏仁與起司奶蓋的組合是如此的般配。奶蓋非常濃厚綿密，帶點微微的鹹甜感，搭配上底層杏仁的溫潤香氣，根本天作之合 ，杏仁控推一個！😻 …,https://lh3.googleusercontent.com/grass-cs/ANxoTn0VkP6MxE-Ef1nTBN1uygaF9LFKySOqhi0M8YzOBA82PUl9Dr1TAtyuS6oF8FB2pRtSu11B8rNpaB6h6LvNrn-j08FrITAjOJ8Lo8r-WEX9jCmNKWz4y9dGteYeJLd48FKHVymmm_tUuRMe=w600-h450-p-k-no
