Username,Stars,Time,Text,Images
Tommy,3,6 年前,"菜色整體相當清爽
有兩種醬汁可沾
一種是香椿一種類似胡麻 …","https://lh3.googleusercontent.com/grass-cs/ANxoTn1N-9DtbBWRBcHI2h0lteM55qvuDDiAD2JlUg7Oqii9Z5Yh3oLcH8Oq5nivFmxAZH1VhFmk5KNemRKQ3RY8NCVS-is0Wh1AoXGM1dsxm6u8GzU3d0wHBH8KH10bXunD7JWgc_uoGg=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3hB1EQjXOVZ8AiCR7IvIqCfIkIkEYQqgxcokn8_EhDv6fxnCO5eQ0oEeoFz7IAUWtBQ8a1THlO_GxE4NrtGgo0eZYJcE_uduA0ZQFeJSsKMoHiZE7uZ_h91jxpelKHSBu1qrzRnQ=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1cehAs9jWy_3RWUpo5wSV1mWaN39-ZPEQ5_TMn5xFjJRs_PsLN3IFnIxuk6Sc5TS4LEY9zNYAzxVY0K1HHcDVDHgdGVM7nCpCcXHVx29zmCZB5PCPBV4UX4k7qH3CXp0IZhpxB=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1lNrNevcv63YPsLheKWyCL33eruszjYa9dpTkSK38tYqx_L7gfZKaLpzBkTLhMz4KQ6H9NW0HWck1BSWY2pc2Oqyq77zM82BrCm6A_VNuM3LKgggwGY-qONm2ON6IG0UUhUeo-=w300-h225-p-k-no"
chia lien hung,5,3 年前,老闆娘親切熱情，對前來的熟客閒話家常，飯多醬多等細節也相當貼心的主動詢問，店內乾淨整潔。蔬菜原味呈現，吃的到鮮甜，有別於一般便當的油膩負擔，吃完身體會告訴你很舒適。,"https://lh3.googleusercontent.com/grass-cs/ANxoTn2G2Pnn3qkwCAFT5TiVI7J374HTG60IxpVaPNuks3Zzr6fhQbfxRtSe2-t92YUeTkQdsFIQlM3TyyCNIzRu9N7AjDOJlu4FTadRTw9U1E6MDTmL6iEvew6tx8u_yOhwfU-PkLTzEA=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2oRWQHftQeCJKpXizkufcu4lLBB2oEGzESQKd4Jpr3TK619W19vBhQD1dJ8iBDAJuVU39ugdoscKcJ4eh03TYxfxCkne58IP1yDJXFS-BNJYt0jLlsEU2IWpJNnpmv1BULO7-1=w300-h450-p-k-no"
李學佳,4,3 年前,被「蒸料理」的標榜字樣吸引，正逢晚餐巔峰用餐時間，內用與外帶客人五五波，店內也不顯吵，還好店家速度算快，懶得還要自己另外處理主食，只好放棄原先相中的蒸蔬菜盤，令人驚奇的便當種類魚類的選項比牛雞豬還豐富，值得讚許。 …,"https://lh3.googleusercontent.com/grass-cs/ANxoTn0n7XGuzTrbcEgXlzbmTOPfeazndfhXtPM2XEYitjOB-rXYxV6xQmQbf7HgHGrQkHew4izPOL7ekZB9NRLfTu8_fKi1vxB0pY4GK2-6DcLwbC0WLLXx7S5pfFq7o9IX-w6BDOZK=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0KOJWAIxmgjg_0Wz4cCr4yesf0JI0vOd4TPFJAvAEfybZE__1c4RUziPtnM5j4ifkApQxhkpbR-UeQXTdVHm-B4vk8SX6BT0ICttT27GVt53kvwPJfUzDIrf4QsdccPMgC1Es=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2M6iOaIRVZSdKnamGuVyVS7DBnH5Z3LKpfhF6gV1L0LJMIA8I0MWy4AkZrY7jlKq1rFc1bcDsfbb8VUkTYzcxQHn_OlS_Ent5MMNzlfLmA84Z9fgHSGxGO6jBg0eq2fePUpaunBw=w300-h225-p-k-no"
Jeff Lin,5,7 年前,"店內略顯擁擠，座位大概35個左右，不過便當是完全的水煮，適合想要吃清淡的，但又不會沒味道，也提供沾醬，很好吃，價位大約100-150，服務人員很親切

重點是可以加飯加湯不用加錢，非常值得回訪","https://lh3.googleusercontent.com/grass-cs/ANxoTn3y-217CTD_AzfOuFmbN3ASST5cqKlTQkXoAw6mpyL1dd6JIbSdFtK4qeNsQJLYx7C8y_wX-8HZ5ARCdCjt_ceHpQxne44hx5jw22fD5_GE3U9XIt113ezfdg2n47Y72a9vicAh=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0buaRc0Zdk5Z5FeC4VFxaCyWZCWYzbFk9xyrLUkxT2dsqeUvnPCRstfW_eWRBCHFcpB0Ccy7nmelMIGuK4dHlu6sBCGg4aE-JOfm6qyTA7tPoCEn0h-FeLs9RG_WgrXnVNmUBsRA=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3wIpncC4aFq7c1l54oFNsr-baGNU6kYzwDk75LkqHZhwPKaU6cUw8vEwmz9CusJggyM8T636v9oKXtYHnCmbyfh8EJbZ-d53pHx-1vZb7Khb9Kate2XgJRm1HgPVS5gsDz4iDvXw=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0w9NolEfsDgrbG5fVser0WtVuAPTR2Bbr92jCrvDGc4uEQRBLHLBXj6xZK8h6VAVDJpqhJvLR2E1DJC8jGPcfKFinApchw-XsmXjCFG3028Id-iiZAzHVS95bj08EgMGpw6T0A=w300-h225-p-k-no"
Xuan,5,1 年前,"很健康也很好吃的店～～
店內大概10多個位置、收現金
菜跟肉的份量都很夠 根莖類超甜😍 …","https://lh3.googleusercontent.com/grass-cs/ANxoTn2DfGL7UvHslWXnXMAuomcjm0d3Gy8q7oAkKnke0MkeqAa6RU_HHjYKsBy2baJ8CoWi8qdcEaIQucm9cGdiGsyawEB369Zzr8AdH_DBRdhRDzykWuOKV_dIGdnhkmVo6-DFUrE=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn02PUytcPhUIO_mSYbhMG3Xtf4cMoTvTjcFNdszK7JVWOG-avQtAzfPy4SRCANnXBnnbmhsPc0OPHQ_zTYVmyypLsYm2tU__-h1Ytxw1LEUA-OeA6RaeWexT_tiAlkroEMCaYPOhw=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3417eC4SHwYb7NPesGrcZUVeyd1IY2zrdqSNtTLPdlqiqj05IkrQcnmV02a_s3KPrYZ8kG4W7sy95DjiDG7uo0kfrm3ep17a7gCTIUuAth0fCnu2qVK2Dv-J_NLiAqxjLdwx8=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1ECqyjB4IzITFeBVDcs51iPUcZNR0EVcpd6lxyrWs2TUsbwg9KAGQd2s3cN_Tn-hKJMH4FdnloTB8VlRwGz_K7Iu9SJJxEbx5H9DP7hRhaE7wAhVZGYpBtzBI6ycOvx7TOU_Eq=w300-h225-p-k-no"
林以涵,5,6 個月前,菜盤是用蒸煮的方式，另外搭配兩樣小菜，有供沾醬。餐點美味又健康，用餐環境也相當整潔，老闆和老闆娘相當親切，是一個用餐的好選擇。,
twodollar (冷摳),4,上次編輯：1 年前,"照燒雞120$
---------------------
更新資訊 重新營業了，很多品項漲價了，特餐也沒了ˊ__ˋ …","https://lh3.googleusercontent.com/grass-cs/ANxoTn3LPXzGjPmzQim7wdHVyp8VYVRT7aqFMIe7SRCt6gMgm4D1B3sWZIqAy9hYv9bN1zWitPyPkp5S8tCyUqK8xBHXHOMnGSpAlXJa9XtWmjNvbwHyYI3srTrN2HiOILoQvZmI0iFv=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3DH9PWWhAdIE6breALXMdp0245F-KmkZmtSH2_G5kFURlF77s-9R_VyzswkNa058mzYColXQIatADJCIOdWq2YM5y-2ZifuDjxFJfmJhC0KzbjD70hQsJ8dX6jXXJp0KetYr6QbQ=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn304CmgutD_ci5yivyR4_WK_8AhuMTQl8-RJGZl9r6_dXurdD8DkVvCWZ0uFME2TTntS94oWJHjuwAlmJVc8uCdBW_N8b3jsdHfwh8ScOsnZHzJXa5g3uRS6ZTm2_yqo2mMOp2e=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1hNlesTF6C4L-YsW7xOu-vXTSo_FNSfjeeE0deXNqOTmOsiTGvdk3JeGVI94I1y6-WkpBUDYtznSNiqkG_zlf_qomNpiRj32PdFoc9siVEnZ_zn8A1RpaWENJ7L5JgIIM-kvJN=w300-h225-p-k-no"
C Mickey.,4,上次編輯：3 年前,"#0505
咖哩雞飯盒$110外帶
咖哩醬汁味道不錯 …","https://lh3.googleusercontent.com/grass-cs/ANxoTn2JcOi8qXVBpvU7vmj_Kgeu3Pdb5kM0lDVWFajiNiI9khKnaypuC8tkR2Mq4gy96-IihL_19ujuygXwX7w891G2EgtjX7aFkEONHy777TkicWReR-UfKR8_SO3-6Llaim8lX5Ft=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2tYl25EVSVocn41QA7DZcosw5UkeIB6aXCTxSt-9ZbvgupAy2ti4952F9k9vcKDdGUPJp-dUTCB_pA-OC80fsJdj6FNwpNtR50_stVZpOnsSLE2HzrmYLnuQmg7s2jPQ74HBAB=w300-h450-p-k-no"
Kata Baal,5,2 年前,阿姨很熱情，蠻愛搭話。水煮的菜配上好吃的主菜非常健康。不過份量偏少，可以另外加飯。隨餐還有湯跟甜點。,"https://lh3.googleusercontent.com/grass-cs/ANxoTn3TOZOmZOZNIW33mXYXl38zm2dNA0mo_3eu5K8_wrKCA5jWkDz0JHSkyzu59NeTeJ11Zz8oS5nyI47mGc-XNBhRwbj-FUV0rLq0bkLqESHWWORRrnYXtJ5KxuuhxH9jdkWSVQHM-A=w300-h450-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn06XcMPjOSbpxVmM4VAIWENOOgPKiWnywQ0XHCJcYLexhpNebb56qjadsu8wmFuDptvv4W6LASnEtunAQgmIiVwPqiBLHZ1mAWrTeLYGzkAR1hW6g-8vkPe75P4NbvQ0RSJSQOy=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn0-S7tNyHd0LE9pZfwACXAkiAwirqXI3MEKevJBr3zefqgPFvM0ey-mZpmemzggk6wtLWTbtUH7Q6ry8EEwHRL8Jv17yl4u0nQNka3oqJocrtDhPyWTMT3ZXs91Zdvm1MIaPB8Llw=w300-h225-p-k-no"
Yoway Chang,4,7 年前,"非常健康的自然蔬食料理，今天吃的是香魚套餐，只要$150，就能吃到鮮美的香魚，大量的蔬食，一碗好吃的穀飯，例湯與甜湯各一 ，是個非常健康的用餐選擇。
老闆娘親切有禮。
環境略為擁擠，內用會覺得略有壓迫感。","https://lh3.googleusercontent.com/grass-cs/ANxoTn08zXpHVWXmyVecTYWFK84eBBnNlm-y-7aXIq-vxRYCd6UsRcv0bd9ASdUmH7rvoiHxyq81vemRVhXc48Us31GUD7nu79oGSnDYONlSWuXV1FeWt0MJWg_QYDKtDDTdXrqiiuIDJw=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn2oQ3YlwfI0rP41LDtL8JNM6GwFPJa1F6He3wY4DyVRhHjhFrdBiXIPGvVr2tgnW6b4aejjn6UZiV_2kvi94u2LahWNb36Jm5tRKg_Kzp3AuZbqyC6qpdu5Pp1UHXdTDNx1odrWkw=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn1QHey8fPOICz2OM8fgGYhvMM157jAQNfPgOBuctbmhw0IDkUygjzbkehJVH5fd7G9o3_yQaqkBmTyMghj-AhRiKYZMpwVUDtJWoaT3ow2HFjzyvAMipc5EGGacQbet_7FZkyfIQA=w300-h225-p-k-no, https://lh3.googleusercontent.com/grass-cs/ANxoTn3Fc7AHkyrhzxMZIA36_p-zpvEj2EMpzMRcpkMc3T4KlPqRRHKfAYPbNCzcoNDCBigQS8odZwoJrgEsHJpzYbXsqmUJJLz4YNcCj27vm8AdBUNr7Bp-Tg_UXUf67Wz7gmB5rlchJA=w300-h225-p-k-no"
